사업장명,서비스명,서비스아이디(ID),인허가일자,업종분류,소재지전화,구우편번호,주소,도로명우편번호,도로명주소,영업상태,경도,위도,대표메뉴,영업시간,휴무
간판없는집,일반음식점,07_24_04_P,2018-06-01,음식점,070-4142-0124,702-886,대구광역시 북구 동천동 901-2번지 ,41423,"대구광역시 북구 동천로 133, 대성시티프라자 1층 101호 (동천동)",Y,128.5606174,35.94343565,"전골, 닭발","월 17:00 - 23:00, 화 17:00 - 23:00, 수 17:00 - 23:00, 목 17:00 - 23:00, 금 17:00 - 23:00, 토 17:00 - 23:00, 일 17:00 - 23:00",
두끼떡볶이대구칠곡점,일반음식점,07_24_04_P,2009-03-20,음식점,0507-1307-2771,702-886,대구광역시 북구 동천동 901-2번지 대성시티프라자 202호,41423,"대구광역시 북구 동천로 133, 202호 (동천동,대성시티프라자)",Y,128.5606174,35.94343565,떡볶이,"월 11:00 - 22:00, 화 11:00 - 22:00, 수 11:00 - 22:00, 목 11:00 - 22:00, 금 11:00 - 22:00, 토 11:00 - 22:00, 일 11:00 - 22:00",
한나식빵,제과점영업,07_22_18_P,2019-02-18,음식점,053-312-1470,702-886,대구광역시 북구 동천동 901-2번지 ,41423,대구광역시 북구 동천로 133 (동천동),Y,128.5606174,35.94343565,식빵,"월 08:00 - 23:00, 화 08:00 - 23:00, 수 08:00 - 23:00, 목 08:00 - 23:00, 금 08:00 - 23:00, 토 08:00 - 23:00, 일 08:00 - 23:00",
FOURSOME(포썸),일반음식점,07_24_04_P,2020-03-25,음식점,070-7807-7008,702-885,대구광역시 북구 동천동 899-4번지 강북 SKY ,41423,"대구광역시 북구 동천로 132, 강북 SKY 2층 202호 (동천동)",Y,128.5611461,35.94335452,,,
아리가또맘마(대구칠곡3지구점),일반음식점,07_24_04_P,2019-06-11,음식점,053-311-3133,702-885,대구광역시 북구 동천동 899-4번지 강북 SKY ,41423,"대구광역시 북구 동천로 132, 강북 SKY 1층 105호 (동천동)",Y,128.5611461,35.94335452,"돈까스,라멘,돈부리","월 11:30 - 22:00, 화 11:30 - 22:00, 수 11:30 - 22:00, 목 11:30 - 22:00, 금 11:30 - 22:00, 토 11:30 - 22:00, 일 11:30 - 22:00",
크앙분식칠곡3지구점,일반음식점,07_24_04_P,2020-11-09,음식점,053-321-7797,702-885,대구광역시 북구 동천동 899-4 강북 SKY ,41423,"대구광역시 북구 동천로 132, 강북 SKY 1층 104호 (동천동)",Y,128.5611461,35.94335452,분식,"월 11:00 - 22:00, 화 11:00 - 22:00, 수 11:00 - 22:00, 목 11:00 - 22:00, 금 11:00 - 22:00, 토 11:00 - 22:00, 일 11:00 - 22:00",
곱분이곱창(동천점),일반음식점,07_24_04_P,2019-09-30,음식점,053-323-0099,702-885,대구광역시 북구 동천동 899-4 강북 SKY ,41423,"대구광역시 북구 동천로 132, 강북 SKY 1층 103호 (동천동)",Y,128.5611461,35.94335452,숯불직화곱창,"월 16:00 - 01:00, 화 16:00 - 01:00, 수 16:00 - 01:00, 목 16:00 - 01:00, 금 16:00 - 01:00, 토 16:00 - 01:00, 일 16:00 - 01:00",
유우야케,일반음식점,07_24_04_P,2020-05-13,음식점,0507-1337-1669,702-885,대구광역시 북구 동천동 899-4번지 강북 SKY ,41423,"대구광역시 북구 동천로 132, 강북 SKY 1층 101호 (동천동)",Y,128.5611461,35.94335452,"연어사시미,스키야끼","월 18:00 - 02:00, 화 18:00 - 02:00, 수 18:00 - 02:00, 목 18:00 - 02:00, 금 18:00 - 02:00",
와플칸,휴게음식점,07_24_05_P,2020-07-06,음식점,053-314-8994,702-885,대구광역시 북구 동천동 899-4 강북 SKY ,41423,"대구광역시 북구 동천로 132, 강북 SKY 102호 (동천동)",Y,128.5611461,35.94335452,와플,"월 12:00 - 22:10, 화 12:00 - 22:10, 수 12:00 - 22:10, 목 12:00 - 22:10, 금 12:00 - 22:10",
유가네닭갈비(대구칠곡점),일반음식점,07_24_04_P,2017-11-24,음식점,053-322-9233,702-885,대구광역시 북구 동천동 899-4번지 강북 SKY ,41423,"대구광역시 북구 동천로 132, 2층 201호 (동천동)",Y,128.5611461,35.94335452,닭갈비 ,"월 11:00 - 22:00, 화 11:00 - 22:00, 수 11:00 - 22:00, 목 11:00 - 22:00, 금 11:00 - 22:00, 토 11:00 - 22:00, 일 11:00 - 22:00",
용구비어,일반음식점,07_24_04_P,2014-01-21,음식점,053-323-0666,702-885,대구광역시 북구 동천동 899-4번지 106호,41423,"대구광역시 북구 동천로 132, 106호 (동천동)",Y,128.5611461,35.94335452,"감자튀김, 맥주",,
꽃돼지식당 칠곡3지구점,일반음식점,07_24_04_P,2019-06-07,음식점,0507-1476-2211,702-885,대구광역시 북구 동천동 897-9 ,41423,"대구광역시 북구 동천로 130-7, 주1 1층 (동천동)",Y,128.561848,35.94330754,"한우세트,흑돼지세트","월 16:30 - 02:00, 화 16:30 - 02:00, 수 16:30 - 02:00, 목 16:30 - 02:00, 금 16:30 - 02:00, 토 16:30 - 02:00, 일 16:30 - 02:00",
막작모도리,일반음식점,07_24_04_P,2019-03-14,음식점,053-313-3138,702-885,대구광역시 북구 동천동 897-9 ,41423,"대구광역시 북구 동천로 130-7, 1층 (동천동)",Y,128.561848,35.94330754,곱도리탕,,
끄티집,일반음식점,07_24_04_P,2017-04-04,음식점,,702-885,대구광역시 북구 동천동 897-9번지 ,41423,"대구광역시 북구 동천로 130-7, 1층 (동천동)",Y,128.561848,35.94330754,"닭갈비, 우삼겹","월 17:30 - 03:00, 화 17:30 - 03:00, 수 17:30 - 03:00, 목 17:30 - 03:00, 금 17:30 - 03:00, 토 17:30 - 03:00, 일 17:30 - 03:00",
씽씽오징어회타운,일반음식점,07_24_04_P,2006-12-07,음식점,050-4107-2320,702-885,대구광역시 북구 동천동 897-9번지 ,41423,대구광역시 북구 동천로 130-7 (동천동),Y,128.561848,35.94330754,오징어회,"월 16:00 - 04:00, 화 16:00 - 04:00, 수 16:00 - 04:00, 목 16:00 - 04:00, 금 16:00 - 04:00, 토 16:00 - 04:00, 일 16:00 - 04:00",
치치대구칠곡점,일반음식점,07_24_04_P,2006-10-16,음식점,053-311-7798,702-885,대구광역시 북구 동천동 897-9 ,41423,대구광역시 북구 동천로 130-7 (동천동),Y,128.561848,35.94330754,안주,"월 17:00 - 06:00, 화 17:00 - 06:00, 수 17:00 - 06:00, 목 17:00 - 06:00, 금 17:00 - 06:00, 토 17:00 - 06:00, 일 17:00 - 06:00",
생활맥주대구칠곡점,일반음식점,07_24_04_P,2014-12-30,음식점,053-311-0427,702-885,대구광역시 북구 동천동 897-9번지 ,41423,대구광역시 북구 동천로 130-7 (동천동),Y,128.561848,35.94330754,"맥주, 호프","월 17:00 - 02:00, 화 17:00 - 02:00, 수 17:00 - 02:00, 목 17:00 - 02:00, 금 17:00 - 02:00, 토 17:00 - 02:00, 일 17:00 - 02:00",
봉춘회관,일반음식점,07_24_04_P,2019-09-26,음식점,053-323-7080,702-885,대구광역시 북구 동천동 898-2번지 ,41423,"대구광역시 북구 동천로 128-9, 1층 101호 (동천동)",Y,128.5619588,35.94291294,봉춘산돼지더미불고기,"월 18:00 - 05:00, 화 18:00 - 05:00, 수 18:00 - 05:00, 목 18:00 - 05:00, 금 18:00 - 05:00, 토 18:00 - 05:00, 일 18:00 - 05:00",
낭만 짚불구이 칠곡점,일반음식점,07_24_04_P,2016-10-28,음식점,053-324-7776,702-885,대구광역시 북구 동천동 898-2 ,41423,"대구광역시 북구 동천로 128-9, 1층 (동천동)",Y,128.5619588,35.94291294,꼬치류,,
설빙대구동천점,휴게음식점,07_24_05_P,2009-09-23,음식점,053-313-8004,702-886,대구광역시 북구 동천동 910-1번지 2층 ,41423,"대구광역시 북구 동천로 128-8 (동천동, 2층)",Y,128.5616878,35.94257592,팥빙수,"월 12:30 - 23:00, 화 12:30 - 23:00, 수 12:30 - 23:00, 목 12:30 - 23:00, 금 12:30 - 23:00, 토 12:30 - 23:00, 일 12:30 - 23:00",
단골손님(칠곡3지구점),일반음식점,07_24_04_P,2005-01-29,음식점,053-326-0102,702-886,대구광역시 북구 동천동 910-1 ,41423,대구광역시 북구 동천로 128-8 (동천동),Y,128.5616878,35.94257592,"꼬막, 보쌈","월 17:00 - 03:00, 화 17:00 - 03:00, 수 17:00 - 03:00, 목 17:00 - 03:00, 금 17:00 - 03:00, 토 17:00 - 03:00, 일 17:00 - 03:00",
동천동단지보쌈,일반음식점,07_24_04_P,2005-08-31,음식점,053-321-5382,702-886,대구광역시 북구 동천동 910-1번지 ,41423,대구광역시 북구 동천로 128-8 (동천동),Y,128.5616878,35.94257592,"족발, 보쌈","월 11:00 - 00:00, 화 11:00 - 00:00, 수 11:00 - 00:00, 목 11:00 - 00:00, 금 11:00 - 00:00, 토 11:00 - 00:00, 일 11:00 - 00:00",
승승삼겹(칠곡3지구점),일반음식점,07_24_04_P,2006-12-01,음식점,053-314-7889,702-885,대구광역시 북구 동천동 898-1번지 명가빌딩2층 ,41423,"대구광역시 북구 동천로 128-7 (동천동,명가빌딩2층)",Y,128.5617289,35.94296116,삼겹살,,
황금쭈꾸미집,일반음식점,07_24_04_P,2003-05-19,음식점,053-323-1085,702-885,대구광역시 북구 동천동 898-1 1층 ,41423,"대구광역시 북구 동천로 128-7 (동천동,1층)",Y,128.5617289,35.94296116,쭈꾸미볶음,"월 11:00 - 00:00, 화 11:00 - 00:00, 수 11:00 - 00:00, 목 11:00 - 00:00, 금 11:00 - 00:00, 토 11:00 - 00:00, 일 11:00 - 00:00",
초콜렛,일반음식점,07_24_04_P,2014-04-25,음식점,,702-886,대구광역시 북구 동천동 909-1번지 ,41423,"대구광역시 북구 동천로 128-6, 4층 (동천동)",Y,128.5612889,35.94262401,,,
에이엠(AM)칠곡점,일반음식점,07_24_04_P,2018-09-28,음식점,053-323-3009,702-886,대구광역시 북구 동천동 909-1 ,41423,"대구광역시 북구 동천로 128-6, 3층 (동천동)",Y,128.5612889,35.94262401,양식,"월 11:00 - 22:00, 화 11:00 - 22:00, 수 11:00 - 22:00, 목 11:00 - 22:00, 금 11:00 - 22:00, 토 11:00 - 22:00, 일 11:00 - 22:00",
화양산장칠곡점,일반음식점,07_24_04_P,2019-07-31,음식점,,702-886,대구광역시 북구 동천동 909-1번지 ,41423,"대구광역시 북구 동천로 128-6, 2층 (동천동)",N,128.5612889,35.94262401,,,
곱창가,일반음식점,07_24_04_P,2016-10-04,음식점,053-325-8005,702-886,대구광역시 북구 동천동 909-1번지 ,41423,"대구광역시 북구 동천로 128-6, 1층 (동천동)",N,128.5612889,35.94262401,곱창,,
우야지막창칠곡3지구점,일반음식점,07_24_04_P,2013-02-07,음식점,053-323-8295,702-886,대구광역시 북구 동천동 909-1번지 (1층) ,41423,"대구광역시 북구 동천로 128-6, 1층 (동천동)",Y,128.5612889,35.94262401,"곱창, 막창, 양","월 16:00 - 02:00, 화 16:00 - 02:00, 수 16:00 - 02:00, 목 16:00 - 02:00, 금 16:00 - 02:00, 토 16:00 - 02:00, 일 16:00 - 02:00",
김스타치킨칠곡3지구점,일반음식점,07_24_04_P,2016-12-12,음식점,053-314-9982,702-885,대구광역시 북구 동천동 900-2번지 ,41423,"대구광역시 북구 동천로 128-5, 101호 (동천동)",Y,128.5613636,35.94299376,"치킨, 감자튀김","월 16:00 - 03:00, 화 16:00 - 03:00, 수 16:00 - 03:00, 목 16:00 - 03:00, 금 16:00 - 03:00, 토 16:00 - 03:00, 일 16:00 - 03:00",
헤기,일반음식점,07_24_04_P,2007-10-29,음식점,053-322-9045,702-885,대구광역시 북구 동천동 900-2번지 ,41423,대구광역시 북구 동천로 128-5 (동천동),Y,128.5613636,35.94299376,헤기 시그니처 세트,"월 17:00 - 02:00, 화 17:00 - 02:00, 수 17:00 - 02:00, 목 17:00 - 02:00, 금 17:00 - 02:00",
원할머니보쌈대구칠곡점,일반음식점,07_24_04_P,2004-10-14,음식점,053-325-5353,702-885,대구광역시 북구 동천동 898-5 (1층) ,41423,"대구광역시 북구 동천로 128-17, 1층 (동천동)",Y,128.5626612,35.94283684,"족발, 보쌈","월 11:30 - 23:30, 화 11:30 - 23:30, 수 11:30 - 23:30, 목 11:30 - 23:30, 금 11:30 - 23:30, 토 11:30 - 23:30, 일 11:30 - 23:30",
대머리산오징어,일반음식점,07_24_04_P,2004-10-26,음식점,053-314-2224,702-885,대구광역시 북구 동천동 898-5번지 ,41423,대구광역시 북구 동천로 128-17 (동천동),Y,128.5626612,35.94283684,오징어요리,,
감성대패칠곡3지구점,일반음식점,07_24_04_P,2005-10-19,음식점,053-311-4564,702-885,대구광역시 북구 동천동 898-5 ,41423,대구광역시 북구 동천로 128-17 (동천동),Y,128.5626612,35.94283684,대패삼겹살,"월 12:00 - 01:00, 화 12:00 - 01:00, 수 12:00 - 01:00, 목 12:00 - 01:00, 금 12:00 - 01:00, 토 12:00 - 01:00, 일 12:00 - 01:00",
웁스,일반음식점,07_24_04_P,2019-12-12,음식점,,702-886,대구광역시 북구 동천동 910-4번지 ,41423,"대구광역시 북구 동천로 128-16, 6층 (동천동)",Y,128.5625508,35.9424279,커피,"월 11:00 - 00:00, 화 11:00 - 00:00, 수 11:00 - 00:00, 목 11:00 - 00:00, 금 11:00 - 00:00, 토 11:00 - 00:00, 일 11:00 - 00:00",
봉구통닭칠곡점,일반음식점,07_24_04_P,2015-01-22,음식점,053-311-5582,702-886,대구광역시 북구 동천동 910-4번지 ,41423,"대구광역시 북구 동천로 128-16, 1층 (동천동)",Y,128.5625508,35.9424279,"치킨, 닭강정","월 14:00 - 03:00, 화 14:00 - 03:00, 수 14:00 - 03:00, 목 14:00 - 03:00, 금 14:00 - 03:00, 토 14:00 - 03:00, 일 14:00 - 03:00",
71번가,일반음식점,07_24_04_P,2006-05-26,음식점,053-323-7114,702-886,대구광역시 북구 동천동 910-4번지 동림빌딩 3F ,41423,"대구광역시 북구 동천로 128-16 (동천동,동림빌딩 3F)",Y,128.5625508,35.9424279,,,
투인라이브,일반음식점,07_24_04_P,2009-11-17,음식점,,702-886,대구광역시 북구 동천동 910-4번지 2층 ,41423,"대구광역시 북구 동천로 128-16 (동천동,2층)",Y,128.5625508,35.9424279,,,
도깨비칼국수,일반음식점,07_24_04_P,2003-11-18,음식점,053-312-3374,702-886,대구광역시 북구 동천동 910-4번지 105호 ,41423,"대구광역시 북구 동천로 128-16 (동천동,105호)",Y,128.5625508,35.9424279,칼국수,,
오호리준칠곡3지구국가대표점,일반음식점,07_24_04_P,2003-10-17,음식점,053-323-2207,702-886,대구광역시 북구 동천동 910-4번지 ,41423,대구광역시 북구 동천로 128-16 (동천동),N,128.5625508,35.9424279,,,
푸라닭동천점,일반음식점,07_24_04_P,2017-03-06,음식점,053-312-2227,702-885,대구광역시 북구 동천동 898-4번지 ,41423,"대구광역시 북구 동천로 128-15, 1층 (동천동, 우방빌딩)",Y,128.5624257,35.94285432,치킨,"월 16:00 - 01:00, 화 16:00 - 01:00, 수 16:00 - 01:00, 목 16:00 - 01:00, 금 16:00 - 01:00, 토 16:00 - 01:00, 일 16:00 - 01:00",
련칠곡3지구본점,일반음식점,07_24_04_P,2006-11-21,음식점,053-313-8889,702-885,대구광역시 북구 동천동 898-4 2층 ,41423,"대구광역시 북구 동천로 128-15 (동천동,2층)",Y,128.5624257,35.94285432,"홍수련,하루련,자오련","월 11:30 - 23:00, 화 11:30 - 23:00, 수 11:30 - 23:00, 목 11:30 - 23:00, 금 11:30 - 23:00",
야미프랜즈콘도그,휴게음식점,07_24_05_P,2021-02-22,음식점,,702-885,대구광역시 북구 동천동 898-4 ,41423,대구광역시 북구 동천로 128-15 (동천동),Y,128.5624257,35.94285432,핫도그,,
문경새재가는 마실닭,일반음식점,07_24_04_P,2010-05-19,음식점,053-313-0021,702-885,대구광역시 북구 동천동 898-4 ,41423,대구광역시 북구 동천로 128-15 (동천동),Y,128.5624257,35.94285432,"숯불닭갈비,닭목살","월 17:00 - 02:00, 화 17:00 - 02:00, 수 17:00 - 02:00, 목 17:00 - 02:00, 금 17:00 - 02:00",
유쾌한갈비(칠곡점),일반음식점,07_24_04_P,2015-03-13,음식점,053-322-3361,702-886,대구광역시 북구 동천동 910-3번지 ,41423,"대구광역시 북구 동천로 128-14, 2층 (동천동)",Y,128.5622631,35.94248733,갈비,,
천하대창군,일반음식점,07_24_04_P,2020-06-26,음식점,053-311-1455,702-886,대구광역시 북구 동천동 910-3 ,41423,"대구광역시 북구 동천로 128-14, 1층 남측 101호 (동천동)",Y,128.5622631,35.94248733,"곱창, 막창","월 16:00 - 02:00, 화 16:00 - 02:00, 수 16:00 - 02:00, 목 16:00 - 02:00, 금 16:00 - 02:00, 토 16:00 - 02:00, 일 16:00 - 02:00",
마왕족발칠곡점,일반음식점,07_24_04_P,2007-06-11,음식점,0508-201-0252,702-886,대구광역시 북구 동천동 910-3 ,41423,대구광역시 북구 동천로 128-14 (동천동),Y,128.5622631,35.94248733,"족발,보쌈",,
안가뒷고기,일반음식점,07_24_04_P,2003-03-04,음식점,,702-886,대구광역시 북구 동천동 910-3 ,41423,대구광역시 북구 동천로 128-14 (동천동),Y,128.5622631,35.94248733,,,
뚱보집,일반음식점,07_24_04_P,2019-04-15,음식점,053-322-3777,702-886,대구광역시 북구 동천동 910-2번지 ,41423,"대구광역시 북구 동천로 128-12, 1층 102호 (동천동)",Y,128.5619757,35.94252324,"양, 막창, 대창",,
상구비어,일반음식점,07_24_04_P,2013-11-12,음식점,,702-886,대구광역시 북구 동천동 910-2번지 1층 ,41423,"대구광역시 북구 동천로 128-12, 1층 (동천동)",Y,128.5619757,35.94252324,,,
키햐아,일반음식점,07_24_04_P,2013-10-14,음식점,,702-886,대구광역시 북구 동천동 910-2번지 101호,41423,"대구광역시 북구 동천로 128-12, 101호 (동천동)",N,128.5619757,35.94252324,,,
파이널나인,일반음식점,07_24_04_P,2009-10-16,음식점,0507-1370-4420,702-885,대구광역시 북구 동천동 900-1 ,41423,"대구광역시 북구 동천로 128, 2층 (동천동)",Y,128.561088,35.94304754,세계맥주,"월 19:00 - 05:00, 화 19:00 - 05:00, 수 19:00 - 05:00, 목 19:00 - 05:00, 금 19:00 - 05:00",
1943칠곡점,일반음식점,07_24_04_P,2020-09-28,음식점,,702-885,대구광역시 북구 동천동 900-1 ,41423,"대구광역시 북구 동천로 128, 2층 (동천동)",Y,128.561088,35.94304754,"파스타, 육회",,
녹향생고기육회,일반음식점,07_24_04_P,2016-08-18,음식점,053-311-1833,702-885,대구광역시 북구 동천동 900-1 ,41423,"대구광역시 북구 동천로 128, 1층 102호 (동천동)",Y,128.561088,35.94304754,육회,"월 16:00 - 03:00, 화 16:00 - 03:00, 수 16:00 - 03:00, 목 16:00 - 03:00, 금 16:00 - 03:00, 토 16:00 - 03:00, 일 16:00 - 03:00",
박대박왕소금구이칠곡3지구점,일반음식점,07_24_04_P,2019-09-26,음식점,,702-885,대구광역시 북구 동천동 900-1번지 ,41423,"대구광역시 북구 동천로 128, 1층 (동천동)",Y,128.561088,35.94304754,,,
아이파크,휴게음식점,07_24_05_P,2012-10-11,음식점,,702-885,대구광역시 북구 동천동 900-1 ,41423,대구광역시 북구 동천로 128 (동천동),Y,128.561088,35.94304754,,,
목구멍칠곡점,일반음식점,07_24_04_P,2008-12-30,음식점,053-311-9492,702-885,대구광역시 북구 동천동 900-1 ,41423,대구광역시 북구 동천로 128 (동천동),Y,128.561088,35.94304754,"갈비본살,미박삼겹살","월 16:00 - 00:00, 화 16:00 - 00:00, 수 16:00 - 00:00, 목 16:00 - 00:00, 금 16:00 - 00:00, 토 16:00 - 00:00, 일 16:00 - 00:00",
이밤&끝을잡고,일반음식점,07_24_04_P,2012-11-20,음식점,,702-886,대구광역시 북구 동천동 902-2번지 401호,41423,"대구광역시 북구 동천로 127, 401호 (동천동)",Y,128.5605536,35.94309865,,,
엠투엘(M2L),일반음식점,07_24_04_P,2013-04-26,음식점,053-323-7272,702-886,대구광역시 북구 동천동 902-2 ,41423,대구광역시 북구 동천로 127 (동천동),N,128.5605536,35.94309865,,,
포카드,일반음식점,07_24_04_P,2020-08-06,음식점,,702-886,대구광역시 북구 동천동 909-7 ,41423,"대구광역시 북구 동천로 126, 3층 (동천동)",Y,128.5610119,35.94267096,"맥주, 칵테일","월 19:00 - 03:00, 화 19:00 - 03:00, 수 19:00 - 03:00, 목 19:00 - 03:00, 금 19:00 - 03:00, 토 19:00 - 03:00, 일 19:00 - 03:00",
블랙(Black),일반음식점,07_24_04_P,2020-11-04,음식점,,702-886,대구광역시 북구 동천동 909-7 ,41423,"대구광역시 북구 동천로 126, 3층 (동천동)",Y,128.5610119,35.94267096,,,
스시노백쉐프칠곡점,일반음식점,07_24_04_P,2016-06-17,음식점,053-323-5802,702-886,대구광역시 북구 동천동 909-7번지 ,41423,"대구광역시 북구 동천로 126, 3층 (동천동)",Y,128.5610119,35.94267096,"초밥, 롤","월 11:30 - 21:20, 화 11:30 - 21:20, 수 11:30 - 21:20, 목 11:30 - 21:20, 금 11:30 - 21:20, 토 11:30 - 21:20, 일 11:30 - 21:20",
크라운호프(칠곡3지구점),일반음식점,07_24_04_P,2007-12-14,음식점,053-323-7820,702-886,대구광역시 북구 동천동 909-7번지 드림빌딩1층 ,41423,"대구광역시 북구 동천로 126 (동천동,드림빌딩1층)",Y,128.5610119,35.94267096,"생맥주,쌀통닭,맥주","월 17:00 - 05:00, 화 17:00 - 05:00, 수 17:00 - 05:00, 목 17:00 - 05:00, 금 17:00 - 05:00, 토 17:00 - 05:00, 일 17:00 - 05:00",
1980홍콩객잔,일반음식점,07_24_04_P,2008-05-08,음식점,053-326-1945,702-886,대구광역시 북구 동천동 909-7번지 ,41423,대구광역시 북구 동천로 126 (동천동),Y,128.5610119,35.94267096,중화요리,,
교촌치킨(동천3지구점),일반음식점,07_24_04_P,2011-02-08,음식점,053-321-0900,702-886,대구광역시 북구 동천동 906-3번지 ,41423,대구광역시 북구 동천로 125-9 (동천동),Y,128.5595446,35.942828,치킨,"월 12:00 - 02:00, 화 12:00 - 02:00, 수 12:00 - 02:00, 목 12:00 - 02:00, 금 12:00 - 02:00, 토 12:00 - 02:00, 일 12:00 - 02:00",
장수산,일반음식점,07_24_04_P,2011-10-13,음식점,,702-886,대구광역시 북구 동천동 906-3 ,41423,대구광역시 북구 동천로 125-9 (동천동),Y,128.5595446,35.942828,"모듬회,특수어종",일 17:00 - 03:00,월 휴무
진아구,일반음식점,07_24_04_P,2020-06-04,음식점,053-311-1049,702-886,대구광역시 북구 동천동 904-4 ,41423,"대구광역시 북구 동천로 125-8, 1층 (동천동)",Y,128.5598881,35.94317687,아구찜,"월 11:00 - 00:00, 화 11:00 - 00:00, 수 11:00 - 00:00, 목 11:00 - 00:00, 금 11:00 - 00:00, 토 11:00 - 00:00, 일 11:00 - 00:00",
갓샐러드칠곡점,일반음식점,07_24_04_P,2016-01-22,음식점,053-323-1705,702-886,대구광역시 북구 동천동 904-4 ,41423,"대구광역시 북구 동천로 125-8, 1층 (동천동)",Y,128.5598881,35.94317687,샐러드,"월 10:00 - 21:00, 화 10:00 - 21:00, 수 10:00 - 21:00, 목 10:00 - 21:00, 금 10:00 - 21:00, 토 10:00 - 21:00, 일 10:00 - 21:00",
서해쭈꾸미볶음,일반음식점,07_24_04_P,2008-05-09,음식점,053-593-1678,702-886,대구광역시 북구 동천동 904-4번지 ,41423,대구광역시 북구 동천로 125-8 (동천동),Y,128.5598881,35.94317687,쭈꾸미볶음,"월 11:30 - 22:00, 화 11:30 - 22:00, 수 11:30 - 22:00, 목 11:30 - 22:00, 금 11:30 - 22:00, 토 11:30 - 22:00, 일 11:30 - 22:00",
BHC칠곡카페점,일반음식점,07_24_04_P,2010-05-06,음식점,053-311-1248,702-886,대구광역시 북구 동천동 906-4번지 2층 ,41423,"대구광역시 북구 동천로 125-7 (동천동,2층)",Y,128.5598091,35.94277977,치킨,"월 17:00 - 00:00, 화 17:00 - 00:00, 수 17:00 - 00:00, 목 17:00 - 00:00, 금 17:00 - 00:00, 토 17:00 - 00:00, 일 17:00 - 00:00",
맥주터널,일반음식점,07_24_04_P,2011-11-11,음식점,053-313-4843,702-886,대구광역시 북구 동천동 906-4번지 ,41423,"대구광역시 북구 동천로 125-7 (동천동, (2층))",Y,128.5598091,35.94277977,생맥주,,
살롱드코코,일반음식점,07_24_04_P,2008-05-14,음식점,053-219-0222,702-886,대구광역시 북구 동천동 906-4번지 ,41423,대구광역시 북구 동천로 125-7 (동천동),Y,128.5598091,35.94277977,"브리치즈구이,카프레제,감바스","월 16:00 - 22:00, 화 16:00 - 22:00, 수 16:00 - 22:00, 목 16:00 - 22:00, 금 16:00 - 22:00",
심야오뎅,일반음식점,07_24_04_P,2013-08-27,음식점,053-312-7456,702-886,대구광역시 북구 동천동 902-1번지 ,41423,대구광역시 북구 동천로 125-4 (동천동),Y,128.5602818,35.94314219,기본오뎅,"월 18:00 - 03:00, 화 18:00 - 03:00, 수 18:00 - 03:00, 목 18:00 - 03:00, 금 18:00 - 03:00, 토 18:00 - 03:00, 일 18:00 - 03:00",
역전할머니맥주(칠곡3지구점),일반음식점,07_24_04_P,2011-04-07,음식점,053-312-9140,702-886,대구광역시 북구 동천동 902-1 ,41423,대구광역시 북구 동천로 125-4 (동천동),Y,128.5602818,35.94314219,"할맥,팽이버섯말이","월 16:00 - 03:00, 화 16:00 - 03:00, 수 16:00 - 03:00, 목 16:00 - 03:00, 금 16:00 - 03:00",
갈매기학교,일반음식점,07_24_04_P,2011-06-03,음식점,053-312-1232,702-886,대구광역시 북구 동천동 902-1번지 ,41423,대구광역시 북구 동천로 125-4 (동천동),Y,128.5602818,35.94314219,"대패랑새우랑,양념갈매기살","월 18:00 - 01:00, 화 18:00 - 01:00, 수 18:00 - 01:00, 목 18:00 - 01:00, 금 18:00 - 01:00",
히토기라쿠,일반음식점,07_24_04_P,2011-09-22,음식점,053-325-0378,702-886,대구광역시 북구 동천동 902-1번지 ,41423,대구광역시 북구 동천로 125-4 (동천동),Y,128.5602818,35.94314219,이자카야,,
퍼블릭하우스,일반음식점,07_24_04_P,2013-06-05,음식점,,702-886,대구광역시 북구 동천동 908-7번지 (3층) ,41423,"대구광역시 북구 동천로 125-3, 3층 (동천동)",Y,128.5601933,35.94276423,,,
라라코스트(동천점),일반음식점,07_24_04_P,2006-11-23,음식점,053-326-2700,702-886,대구광역시 북구 동천동 908-7번지 ,41423,대구광역시 북구 동천로 125-3 (동천동),Y,128.5601933,35.94276423,"스테이크,빠네,파스타","월 11:00 - 22:00, 화 11:00 - 22:00, 수 11:00 - 22:00, 목 11:00 - 22:00, 금 11:00 - 22:00, 토 11:00 - 22:00, 일 11:00 - 22:00",
보쿠타치,일반음식점,07_24_04_P,2012-09-28,음식점,053-264-4222,702-886,대구광역시 북구 동천동 904-1번지 ,41423,대구광역시 북구 동천로 125-16 (동천동),Y,128.5590912,35.94329887,사시미,"월 17:00 - 03:00, 화 17:00 - 03:00, 수 17:00 - 03:00, 목 17:00 - 03:00, 금 17:00 - 03:00, 토 17:00 - 03:00, 일 17:00 - 03:00",
피제리아칠곡점,일반음식점,07_24_04_P,2010-12-21,음식점,053-314-8128,702-886,대구광역시 북구 동천동 906-1 ,41423,"대구광역시 북구 동천로 125-15, 2층 (동천동)",Y,128.5590196,35.94290366,피자,"월 11:00 - 23:00, 화 11:00 - 23:00, 수 11:00 - 23:00, 목 11:00 - 23:00, 금 11:00 - 23:00, 토 11:00 - 23:00, 일 11:00 - 23:00",
